filename,Genre,FilePath,duration
blues.00000.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00000.wav,30.013333333333332
blues.00001.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00001.wav,30.013333333333332
blues.00002.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00002.wav,30.013333333333332
blues.00003.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00003.wav,30.013333333333332
blues.00004.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00004.wav,30.013333333333332
blues.00005.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00005.wav,30.013333333333332
blues.00006.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00006.wav,30.013333333333332
blues.00007.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00007.wav,30.013333333333332
blues.00008.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00008.wav,30.013333333333332
blues.00009.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00009.wav,30.013333333333332
blues.00010.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00010.wav,30.013333333333332
blues.00011.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00011.wav,30.013333333333332
blues.00012.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00012.wav,30.013333333333332
blues.00013.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00013.wav,30.013333333333332
blues.00014.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00014.wav,30.013333333333332
blues.00015.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00015.wav,30.013333333333332
blues.00016.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00016.wav,30.013333333333332
blues.00017.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00017.wav,30.013333333333332
blues.00018.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00018.wav,30.013333333333332
blues.00019.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00019.wav,30.013333333333332
blues.00020.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00020.wav,30.013333333333332
blues.00021.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00021.wav,30.013333333333332
blues.00022.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00022.wav,30.013333333333332
blues.00023.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00023.wav,30.013333333333332
blues.00024.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00024.wav,30.013333333333332
blues.00025.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00025.wav,30.013333333333332
blues.00026.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00026.wav,30.013333333333332
blues.00027.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00027.wav,30.013333333333332
blues.00028.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00028.wav,30.013333333333332
blues.00029.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00029.wav,30.013333333333332
blues.00030.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00030.wav,30.013333333333332
blues.00031.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00031.wav,30.013333333333332
blues.00032.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00032.wav,30.013333333333332
blues.00033.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00033.wav,30.013333333333332
blues.00034.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00034.wav,30.013333333333332
blues.00035.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00035.wav,30.013333333333332
blues.00036.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00036.wav,30.013333333333332
blues.00037.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00037.wav,30.013333333333332
blues.00038.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00038.wav,30.013333333333332
blues.00039.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00039.wav,30.013333333333332
blues.00040.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00040.wav,30.013333333333332
blues.00041.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00041.wav,30.013333333333332
blues.00042.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00042.wav,30.013333333333332
blues.00043.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00043.wav,30.013333333333332
blues.00044.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00044.wav,30.013333333333332
blues.00045.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00045.wav,30.013333333333332
blues.00046.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00046.wav,30.013333333333332
blues.00047.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00047.wav,30.013333333333332
blues.00048.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00048.wav,30.013333333333332
blues.00049.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00049.wav,30.013333333333332
blues.00050.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00050.wav,30.013333333333332
blues.00051.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00051.wav,30.013333333333332
blues.00052.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00052.wav,30.013333333333332
blues.00053.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00053.wav,30.013333333333332
blues.00054.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00054.wav,30.013333333333332
blues.00055.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00055.wav,30.013333333333332
blues.00056.wav,blues,D:/Sadhana/DataAnalytics/audio-data-quality-audit/data/genres_original/blues/blues.00056.wav,30.013333333333332
