filename,tempo,length,rms_mean,zero_crossing_rate_mean,spectral_bandwidth_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,spectral_centroid_mean,chroma_stft_mean,label
blues.00000.wav,123.046875,661794,0.1302279233932495,0.0830448206689868,2002.4490601176965,-113.57064819335938,121.57179260253906,-19.168142318725582,42.36642074584961,-6.364664077758789,18.623498916625977,-13.704891204833984,15.34315013885498,-12.274109840393066,10.976572036743164,-8.326573371887207,8.803791999816895,-3.672300100326538,5.747994899749756,-5.162881851196289,0.752740204334259,-1.6902146339416504,-0.4089791774749756,-2.3035225868225098,1.2212907075881958,1784.165849538755,0.3500881195068359,blues
blues.00001.wav,67.99958881578948,661794,0.0959478095173835,0.0560398087055297,2039.0365160924305,-207.50169372558597,123.99126434326172,8.955126762390137,35.877647399902344,2.9073197841644287,21.51046562194824,-8.560436248779297,23.370685577392575,-10.099660873413086,11.900497436523438,-5.555638790130615,5.376327037811279,-2.231760263442993,4.220139503479004,-6.012148380279541,0.9279977679252625,-0.7311245799064636,0.2950729429721832,-0.2835180163383484,0.5312165021896362,1530.1766787460797,0.3409135937690735,blues
blues.00002.wav,161.4990234375,661794,0.1755704134702682,0.0762912074632637,1747.702311667602,-90.72259521484376,140.44630432128906,-29.093889236450195,31.68433380126953,-13.984503746032717,25.764741897583008,-13.664875030517578,11.639933586120604,-11.783642768859863,9.71876049041748,-13.133803367614746,5.791199207305908,-8.907628059387207,-1.0770004987716677,-9.229273796081545,2.451689958572388,-7.729092597961426,-1.8164069652557373,-3.439720392227173,-2.2312583923339844,1552.8118647610036,0.3636371791362762,blues
blues.00003.wav,63.02400914634146,661794,0.1410930007696151,0.0333088626256767,1596.4128721770246,-199.5442047119141,150.0908966064453,5.662678241729736,26.859079360961918,1.7713992595672607,14.234030723571776,-4.832006454467773,9.286494255065918,-0.7591864466667175,8.137606620788574,-3.200653314590454,6.079319000244141,-2.480173826217652,-1.0793050527572632,-2.87078857421875,0.7808738350868225,-3.319596529006958,0.6369650363922119,-0.6191211938858032,-3.4074482917785645,1070.1066149971282,0.4047847092151642,blues
blues.00004.wav,135.99917763157896,661794,0.0915287137031555,0.1014605387180974,1748.1721158264984,-160.33770751953125,126.21963500976562,-35.58781051635742,22.1480712890625,-32.478599548339844,10.852293968200684,-23.35232925415039,0.498433768749237,-11.793437004089355,1.2072558403015137,-13.088418006896973,-2.8138673305511475,-6.933385372161865,-7.552725315093994,-9.164666175842283,-4.520575523376465,-5.454033851623535,-0.9168741106987,-4.404827117919922,-11.70323371887207,1835.0042655120717,0.3085260391235351,blues
blues.00005.wav,69.83741554054055,661794,0.1034936383366584,0.0940415337393658,1729.653286942999,-177.7742462158203,118.20548248291016,-17.565879821777344,30.76239776611328,-21.747840881347656,11.920994758605955,-20.730995178222656,3.186577796936035,-8.586038589477539,-0.932851493358612,-11.77243423461914,-2.405832529067993,-9.34366512298584,-9.936209678649902,-3.9039947986602783,-5.576589107513428,-1.838262796401977,-2.783799886703491,-3.0479090213775635,-8.109991073608398,1831.993939606849,0.3024562895298004,blues
blues.00006.wav,71.77734375,661794,0.141874149441719,0.0730522374081593,1389.00913118495,-190.0523681640625,130.28907775878906,-36.36953353881836,33.02903366088867,11.108782768249512,-0.6055834889411926,-20.87185478210449,0.2730247676372528,-6.486139297485352,-5.516766548156738,-7.839751720428467,-3.1285924911499023,-6.596197128295898,-9.95037841796875,-6.535177230834961,-10.0680513381958,-10.913175582885742,-6.971335887908936,-3.436504602432251,-6.483465671539307,1459.366471695765,0.2913279831409454,blues
blues.00007.wav,92.28515625,661794,0.131822183728218,0.0614422461088553,1577.2709414206283,-179.34713745117188,136.46900939941406,-26.67313766479492,39.9842414855957,5.304416656494141,10.928611755371094,-20.56482696533203,8.511157035827637,-11.35724925994873,-3.468345880508423,-8.419937133789062,-6.949715614318848,-3.53913950920105,-8.041617393493652,-8.960675239562988,-8.426082611083984,-10.56893539428711,-10.784515380859377,-4.690677642822266,-8.630722045898438,1451.6670658428209,0.3079547882080078,blues
blues.00008.wav,83.35433467741936,661794,0.1424164921045303,0.0640248876160092,2031.7403810025385,-121.36394500732422,122.50666809082033,-14.73819637298584,46.13106536865234,-8.181879043579102,20.18296241760254,-19.173377990722656,23.039138793945312,-11.838223457336426,21.15999794006348,-6.718366146087647,6.9925408363342285,-12.730595588684082,5.061324119567871,-5.1832146644592285,-1.452559471130371,-7.041823863983154,2.6952478885650635,3.412305355072021,-2.715692043304444,1719.3689480431458,0.4088792204856872,blues
blues.00009.wav,80.74951171875,661794,0.0813136622309684,0.0791748235692188,1973.7733063015253,-213.239990234375,115.16560363769533,-11.69343090057373,39.0142707824707,-20.341278076171875,13.07760524749756,-9.173518180847168,9.011446952819824,-14.10063362121582,4.265942096710205,-6.046167850494385,3.782206535339356,0.2217994928359985,-5.109399318695068,-0.4102304577827453,-1.1799200773239136,-1.916804313659668,-2.292660713195801,2.881967067718506,-4.235202789306641,1817.150863125721,0.2739503979682922,blues
blues.00010.wav,161.4990234375,661794,0.1428650617599487,0.0629588257685614,1512.310265153822,-173.79249572753906,137.18670654296875,-23.724048614501957,26.97843170166016,-16.657695770263672,4.180882453918457,-12.559929847717283,5.832184314727783,-2.874319076538086,-1.1974186897277832,-1.9548351764678955,1.801500678062439,-2.989647626876831,-1.8666565418243408,-0.792742908000946,-3.0159666538238525,-0.4400537014007568,-1.994551658630371,-0.7484700679779053,-4.991313457489014,1409.9552556449528,0.3039933145046234,blues
blues.00011.wav,161.4990234375,661794,0.0657406896352768,0.0439305847592807,1756.7797951648831,-287.9237365722656,124.0187530517578,5.469891548156738,33.65740966796875,1.0954971313476562,14.705334663391112,-4.877008438110352,8.670524597167969,0.7854049801826477,6.579526901245117,-4.874973773956299,-3.1782238483428955,-5.536157608032227,-6.784435749053955,-2.64815616607666,-2.994558811187744,-3.3868181705474854,-1.8526474237442017,1.8399630784988403,-4.890803337097168,1352.6596654421635,0.367152065038681,blues
blues.00012.wav,184.5703125,661794,0.1190460547804832,0.069095006767208,1567.56522502218,-207.2233123779297,132.83055114746094,-15.42884349822998,60.970924377441406,0.7298721075057983,12.437646865844728,1.1827995777130127,-1.5466233491897583,-17.879436492919922,8.352728843688965,-2.4581615924835205,-0.6033850312232971,0.3859608769416809,2.599546194076538,-5.179266452789307,-9.523479461669922,-9.24283504486084,-2.855027675628662,-1.4271618127822876,-5.93197774887085,1360.6411972395076,0.269391119480133,blues
